"","Artists_names","titles","links"
"258","Sheila MacGregor","Forest (Circa 1988)","https://collections.ed.ac.uk/art/record/21500?highlight=*:*"
"259","John Nelson","Untitled (11 May 1962)","https://collections.ed.ac.uk/art/record/21643?highlight=*:*"
"260","Wilhelmina Barns-Graham CBE HRSA HRSW","Bird in Flight (1988)","https://collections.ed.ac.uk/art/record/99302?highlight=*:*"
"261","Helen G. S Forde","Untitled (1966)","https://collections.ed.ac.uk/art/record/99814?highlight=*:*"
"262","Eduardo Luigi Paolozzi KBE, RA","Krokadeel (1959)","https://collections.ed.ac.uk/art/record/22035?highlight=*:*"
"263","Ronald D. Forbes","""Mr Smith can't remove himself because he doesn't want to""","https://collections.ed.ac.uk/art/record/22583?highlight=*:*"
"264","Sylvia Mackiewicz","___ in Rosyth the Leaf Skeletons Lay on the Pitch","https://collections.ed.ac.uk/art/record/21559?highlight=*:*"
"265","C Byron","Portrait of a Man (1959)","https://collections.ed.ac.uk/art/record/20913?highlight=*:*"
"266","Alistair Fairweather","Unknown","https://collections.ed.ac.uk/art/record/50425?highlight=*:*"
"267","Robert Rivers","Untitled (1983)","https://collections.ed.ac.uk/art/record/99809?highlight=*:*"
"268","Eleanora Borrie","Standing Male Nude (1939-1940)","https://collections.ed.ac.uk/art/record/21133?highlight=*:*"
"269","Valerie A. Cockburn (Gage)","Unknown (1950-1951)","https://collections.ed.ac.uk/art/record/50557?highlight=*:*"
"270","David Rifat","Still Life with Striped Cloth and Pots","https://collections.ed.ac.uk/art/record/22691?highlight=*:*"
"271","Robert A Campbell","Portrait of a Man (1939-1940)","https://collections.ed.ac.uk/art/record/21127?highlight=*:*"
"272","Amanda Lebus","Simon and Simon (1986)","https://collections.ed.ac.uk/art/record/21585?highlight=*:*"
"273","Susan Alexander","Large Cheeseplant","https://collections.ed.ac.uk/art/record/50377?highlight=*:*"
"274","Hazel Rich","People on Bench","https://collections.ed.ac.uk/art/record/22525?highlight=*:*"
"275","Peter Standen","Landscape with City in background (1958-1959)","https://collections.ed.ac.uk/art/record/20793?highlight=*:*"
"276","Unknown","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21709?highlight=*:*"
"277","James Robertson","Portrait of a Seated Man in Uniform (1955)","https://collections.ed.ac.uk/art/record/20805?highlight=*:*"
"278","Wilhelmina Barns-Graham CBE HRSA HRSW","Eight Lines II (2001)","https://collections.ed.ac.uk/art/record/54748?highlight=*:*"
"279","James Fairgrieve","Woman and Fox (Feb 1966)","https://collections.ed.ac.uk/art/record/21344?highlight=*:*"
"280","Lawrence F. Baxter","Unknown (1957)","https://collections.ed.ac.uk/art/record/50617?highlight=*:*"
"281","Donald Clark","Farm","https://collections.ed.ac.uk/art/record/21489?highlight=*:*"
"282","Marjorie Wallace","Ruins in Rome (Feb 1948)","https://collections.ed.ac.uk/art/record/20855?highlight=*:*"
"283","Janette Brown","Untitled (1963)","https://collections.ed.ac.uk/art/record/22008?highlight=*:*"
"284","Unknown","Untitled","https://collections.ed.ac.uk/art/record/102727?highlight=*:*"
"285","Unknown","Venus de Milo, 130-10 BC","https://collections.ed.ac.uk/art/record/20592?highlight=*:*"
"286","Alistair W McCheyne","Standing Male Nude (Circa 1939)","https://collections.ed.ac.uk/art/record/21085?highlight=*:*"
"287","David Michie","Standing Female Nude (Circa 1952)","https://collections.ed.ac.uk/art/record/21037?highlight=*:*"
"288","Kenny Grant","Gothic figure of a deacon","https://collections.ed.ac.uk/art/record/20604?highlight=*:*"
"289","William Mercer","Making the World Safe for Capitalism (Unknown)","https://collections.ed.ac.uk/art/record/21819?highlight=*:*"
"290",NA,"Standing Male Nude (1953)","https://collections.ed.ac.uk/art/record/20943?highlight=*:*"
"291","Emma Gillies","Espresso Saucer","https://collections.ed.ac.uk/art/record/53678?highlight=*:*"
"292","Unknown","Chimneypiece from a house in Le Mans","https://collections.ed.ac.uk/art/record/20553?highlight=*:*"
"293","Lara Hirst","Riders from the West Frieze of the Parthenon (1836-1837)","https://collections.ed.ac.uk/art/record/20664?highlight=*:*"
"294","Valerie A. Cockburn (Gage)","One Pound Coin (2017)","https://collections.ed.ac.uk/art/record/100017?highlight=*:*"
"295","Adam Robson","Unknown (1950)","https://collections.ed.ac.uk/art/record/50555?highlight=*:*"
"296","Emma Gillies","Riders from the North Frieze of the Parthenon (1836-1837)","https://collections.ed.ac.uk/art/record/20704?highlight=*:*"
"297","Norman Ackroyd","Standing Male Nude (1952)","https://collections.ed.ac.uk/art/record/20810?highlight=*:*"
"298","Unknown","Espresso Saucer","https://collections.ed.ac.uk/art/record/53683?highlight=*:*"
"299",NA,"Untitled (JUN 1993)","https://collections.ed.ac.uk/art/record/21798?highlight=*:*"
"300",NA,"Composition Notes (02 May 1978)","https://collections.ed.ac.uk/art/record/53537?highlight=*:*"
"301","Janette Brown","Untitled - Portrait of a Man (1962)","https://collections.ed.ac.uk/art/record/99376?highlight=*:*"
"302","Paul Furneaux","Townscape in Snow","https://collections.ed.ac.uk/art/record/21434?highlight=*:*"
"303","Unknown","Virgin and Child (Tondo)","https://collections.ed.ac.uk/art/record/20544?highlight=*:*"
"304","Sir William George Gillies","Balmacarra","https://collections.ed.ac.uk/art/record/47435?highlight=*:*"
"305","Mollie E N Langlands","Still Life Coffee Pot on Stool (1952)","https://collections.ed.ac.uk/art/record/22711?highlight=*:*"
"306","Leonard Rosoman","Two Pipers in the Sunlight (1953)","https://collections.ed.ac.uk/art/record/21752?highlight=*:*"
"307","Emma Gillies","Lid","https://collections.ed.ac.uk/art/record/122074?highlight=*:*"
"308","James Robertson","Seated Male Nude (1956)","https://collections.ed.ac.uk/art/record/21245?highlight=*:*"
"309","J Shore","Buildings","https://collections.ed.ac.uk/art/record/21494?highlight=*:*"
"310","Eric Forrest","Portrait of Fred McDonald (1947)","https://collections.ed.ac.uk/art/record/50589?highlight=*:*"
"311","Jean M. Marshall","Untitled - Circus Rider and Horse (1963)","https://collections.ed.ac.uk/art/record/99364?highlight=*:*"
"312","Alan T. Johnston","Seated Female Nude (1968)","https://collections.ed.ac.uk/art/record/21424?highlight=*:*"
"313","Boris Bućan","La bohème (1984)","https://collections.ed.ac.uk/art/record/22034?highlight=*:*"
"314","Emma Gillies","Espresso Saucer","https://collections.ed.ac.uk/art/record/53686?highlight=*:*"
"315","Manson Heather","Railway Track (2002)","https://collections.ed.ac.uk/art/record/112495?highlight=*:*"
"316","Dr Ainslie Yule","Untitled","https://collections.ed.ac.uk/art/record/99534?highlight=*:*"
"317","Chloe E Brayn","Untitled - Abstract Woman (1963)","https://collections.ed.ac.uk/art/record/99374?highlight=*:*"
"318","Susan Gierasik","Untitled","https://collections.ed.ac.uk/art/record/21715?highlight=*:*"
"319","Winsome Douglass","Goat","https://collections.ed.ac.uk/art/record/113829?highlight=*:*"
"320",NA,"Riders from South Frieze of the Parthenon (1836-1837)","https://collections.ed.ac.uk/art/record/20731?highlight=*:*"
"321","Milton Goldstein","Rooster (Unknown)","https://collections.ed.ac.uk/art/record/21657?highlight=*:*"
"322","Stella Auchinleck","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21572?highlight=*:*"
"323","Alan T. Johnston","Portrait of a Man in Red Shirt (1968)","https://collections.ed.ac.uk/art/record/21423?highlight=*:*"
"324","Susan Calder","Morgue (1997)","https://collections.ed.ac.uk/art/record/22684?highlight=*:*"
"325","Francis M. Walker","Rooftop Townscape (Circa 1952)","https://collections.ed.ac.uk/art/record/102659?highlight=*:*"
"326","Emma Gillies","Plate","https://collections.ed.ac.uk/art/record/53706?highlight=*:*"
"327","Penelope Low","Maize III (1979)","https://collections.ed.ac.uk/art/record/99472?highlight=*:*"
"328","Aisling Ward","Performing Labour II (2019)","https://collections.ed.ac.uk/art/record/113778?highlight=*:*"
"329","Unknown","Bust of an African","https://collections.ed.ac.uk/art/record/20556?highlight=*:*"
"330","John Maxwell","Standing Female Nude (1925-1926)","https://collections.ed.ac.uk/art/record/93357?highlight=*:*"
"331","Paul Gladston","Portrait of a Man through a Door","https://collections.ed.ac.uk/art/record/21526?highlight=*:*"
"332","Douglas Gordon","Three Views of a Standing Woman (1949)","https://collections.ed.ac.uk/art/record/21101?highlight=*:*"
"333","Alan Brown","Spring Board (Circa 1971)","https://collections.ed.ac.uk/art/record/22584?highlight=*:*"
"334","Margaret Proudfoot","Green Landscape (1955)","https://collections.ed.ac.uk/art/record/21033?highlight=*:*"
"335","Kenneth W. Bushe","Still Life with Two Seagulls (1975)","https://collections.ed.ac.uk/art/record/22635?highlight=*:*"
"336","Elizabeth Blackadder","Unknown","https://collections.ed.ac.uk/art/record/50637?highlight=*:*"
"337","Patrick J. Hickey","Profile of Female Nude (Circa 1970)","https://collections.ed.ac.uk/art/record/22510?highlight=*:*"
"338","Paul Grime","Untitled (1976)","https://collections.ed.ac.uk/art/record/21831?highlight=*:*"
"339","Emma Gillies","Vase (1920s)","https://collections.ed.ac.uk/art/record/122136?highlight=*:*"
"340","Fionna E. Carlisle","Nude and Kettle (1976)","https://collections.ed.ac.uk/art/record/22558?highlight=*:*"
"341","Isobel Jack","Untitled (1981)","https://collections.ed.ac.uk/art/record/21578?highlight=*:*"
"342","Emma Gillies","Teacup","https://collections.ed.ac.uk/art/record/53655?highlight=*:*"
"343","Elizabeth Gourlay","Dark Room with Blue Wall and Picture","https://collections.ed.ac.uk/art/record/22539?highlight=*:*"
"344","Jane V Hyslop","Magpie (1989)","https://collections.ed.ac.uk/art/record/99961?highlight=*:*"
"345","Unknown","Thick Pale Green","https://collections.ed.ac.uk/art/record/22547?highlight=*:*"
"346","Peter McGinn","Male Portrait (1959)","https://collections.ed.ac.uk/art/record/22686?highlight=*:*"
"347","Marjorie Wallace","Corner of the Garden Palazzo Barderini Rome (Feb 1948)","https://collections.ed.ac.uk/art/record/20852?highlight=*:*"
"348","Jacqueline A N Stieger","Drawing of a Seated Woman (1958)","https://collections.ed.ac.uk/art/record/20787?highlight=*:*"
"349","Catherine Sargeant","Eclectic (2007)","https://collections.ed.ac.uk/art/record/99852?highlight=*:*"
"350","Colin Brown","Sketch of Window for Final Composition","https://collections.ed.ac.uk/art/record/53567?highlight=*:*"
"351","Unknown","Machine embroidered stole (1958)","https://collections.ed.ac.uk/art/record/102685?highlight=*:*"
"352","Ursula Giles","Portrait of a Seated Man (1954)","https://collections.ed.ac.uk/art/record/21211?highlight=*:*"
"353","Unknown","Unknown (Unknown)","https://collections.ed.ac.uk/art/record/21970?highlight=*:*"
"354","Unknown","Gem cabinet 2 (of 6) containing 43 medallions","https://collections.ed.ac.uk/art/record/20616?highlight=*:*"
"355","M. Donlevy","Untitled","https://collections.ed.ac.uk/art/record/112506?highlight=*:*"
"356","Kenneth Muir","Portrait of Seated Man in a Cap (1960)","https://collections.ed.ac.uk/art/record/20983?highlight=*:*"
"357","Daniel Hughes","Red Faced (2014)","https://collections.ed.ac.uk/art/record/47440?highlight=*:*"
"358","T A Suter Watt","Unknown (1949)","https://collections.ed.ac.uk/art/record/50456?highlight=*:*"
"359","Unknown","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21710?highlight=*:*"
"360","Andrew P. W. Conkie","Unknown (1957)","https://collections.ed.ac.uk/art/record/50522?highlight=*:*"
"361","Gregg Magee","'Heroes' and 'Gods' East Frieze of the Parthenon (1836-1837)","https://collections.ed.ac.uk/art/record/20682?highlight=*:*"
"362","Greta Grendaite","Seated Figure with Gun","https://collections.ed.ac.uk/art/record/21448?highlight=*:*"
"363","Ursula Giles","Untitled (2002-2007)","https://collections.ed.ac.uk/art/record/99897?highlight=*:*"
"364","David C Duke","Self Portrait","https://collections.ed.ac.uk/art/record/22728?highlight=*:*"
"365","Iona Murray","Blindfolded Woman at Arch","https://collections.ed.ac.uk/art/record/22551?highlight=*:*"
"366","John Bellany","Untitled (1963)","https://collections.ed.ac.uk/art/record/22003?highlight=*:*"
"367","Kate Stancliffe","Grandmother (1962)","https://collections.ed.ac.uk/art/record/21532?highlight=*:*"
"368","James T. Ferguson","Untitled (17 May 2000)","https://collections.ed.ac.uk/art/record/22001?highlight=*:*"
"369",NA,"Riders from the North Frieze of the Parthenon (1836-1837)","https://collections.ed.ac.uk/art/record/20705?highlight=*:*"
"370",NA,"Unknown (1950)","https://collections.ed.ac.uk/art/record/53500?highlight=*:*"
"371","Susan Jones","Untitled (1987)","https://collections.ed.ac.uk/art/record/21880?highlight=*:*"
"372","Thomas Clapperton","Unknown (1950)","https://collections.ed.ac.uk/art/record/50561?highlight=*:*"
"373","Emma Gillies","Plate","https://collections.ed.ac.uk/art/record/53711?highlight=*:*"
"374","Arabella Harvey","Untitled (1995-1996)","https://collections.ed.ac.uk/art/record/21724?highlight=*:*"
"375","Robin E. Bownass","Unknown (1960)","https://collections.ed.ac.uk/art/record/50607?highlight=*:*"
"376","James P W Syme","Two Men in a Country Landscape (1952)","https://collections.ed.ac.uk/art/record/22717?highlight=*:*"
"377","Jean Cochrane","Portrait of a Man (1960)","https://collections.ed.ac.uk/art/record/20981?highlight=*:*"
"378","Rosemary Bagshaw","Unknown (1952)","https://collections.ed.ac.uk/art/record/53517?highlight=*:*"
"379","Emma Gillies","Dish","https://collections.ed.ac.uk/art/record/53723?highlight=*:*"
"380","Lucy Bowman","Seated Female Nude","https://collections.ed.ac.uk/art/record/21443?highlight=*:*"
"381","Jacqueline A N Stieger","Dark Landscape with Monoliths (1959)","https://collections.ed.ac.uk/art/record/20823?highlight=*:*"
"382","Alan Lefley","Unknown (1946)","https://collections.ed.ac.uk/art/record/50485?highlight=*:*"
"383","Jessie May Stirling","Portrait of a Woman (1939)","https://collections.ed.ac.uk/art/record/21135?highlight=*:*"
"384","Mary C. A. Edmond","Unknown","https://collections.ed.ac.uk/art/record/53523?highlight=*:*"
"385","Peter McGinn","Five Views of a Woman Seated (Circa 1955)","https://collections.ed.ac.uk/art/record/21090?highlight=*:*"
"386","D. Gordon Campbell","Unknown (1954)","https://collections.ed.ac.uk/art/record/50634?highlight=*:*"
"387","Sarti","Crouching Venus (1834)","https://collections.ed.ac.uk/art/record/20572?highlight=*:*"
"388","Unknown","Bust of Apollo Belvedere","https://collections.ed.ac.uk/art/record/20581?highlight=*:*"
"389","Andrew Restall","Portrait of a Man (1953)","https://collections.ed.ac.uk/art/record/20945?highlight=*:*"
"390","Susie Wilson","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21964?highlight=*:*"
"391","Zygmunt Bukowski","Standing Female Nude (1949)","https://collections.ed.ac.uk/art/record/22516?highlight=*:*"
"392","Patty Mitchell","Sampler (1932)","https://collections.ed.ac.uk/art/record/100013?highlight=*:*"
"393","V. Constant","Abstract","https://collections.ed.ac.uk/art/record/111444?highlight=*:*"
"394","Donald Whyte","Portrait of a Man","https://collections.ed.ac.uk/art/record/21475?highlight=*:*"
"395","Carole Danielson","Untitled (1964)","https://collections.ed.ac.uk/art/record/22483?highlight=*:*"
"396","Colin A. Lawson","Passage with Stacks and Artificial Light (1981)","https://collections.ed.ac.uk/art/record/22554?highlight=*:*"
"397","Ann F Ward","Untitled - Birdcage and Baby (1963)","https://collections.ed.ac.uk/art/record/99349?highlight=*:*"
"398","Geoffrey J Roper","Untitled - Nude Female Sitting (1962)","https://collections.ed.ac.uk/art/record/99367?highlight=*:*"
"399","Beth D. Mitchell","Landscape (1966)","https://collections.ed.ac.uk/art/record/22675?highlight=*:*"
"400","Ian Hodkinson","Reclining Male Nude (1958)","https://collections.ed.ac.uk/art/record/20880?highlight=*:*"
"401","Jenn Schmidt","3D impressing (2003)","https://collections.ed.ac.uk/art/record/99952?highlight=*:*"
"402","Unknown","St James the Greater","https://collections.ed.ac.uk/art/record/20548?highlight=*:*"
"403","Unknown","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21905?highlight=*:*"
"404","Ruth Stiven","Unknown (1975)","https://collections.ed.ac.uk/art/record/99517?highlight=*:*"
"405","Catherine Banchop","Standing Female Nude and Stool (1960s)","https://collections.ed.ac.uk/art/record/21269?highlight=*:*"
"406","Emma Gillies","Plate","https://collections.ed.ac.uk/art/record/53716?highlight=*:*"
"407","Elizabeth M. Hansen","Untitled (1960)","https://collections.ed.ac.uk/art/record/99839?highlight=*:*"
